Composer,Genre
Alfred Burt,Classical
Canary Burton,Classical
Alan Bush,Classical
Adolf Busch,Classical
Geoffrey Bush,Classical
Alejandro Busi,Classical
Giuseppe Busi,Classical
Antoine Busnois,Classical
Howard Buss,Classical
Henri Büsser,Classical
Sylvano Bussotti,Classical
Fernando Bustamante,Classical
Pieter Bustijn,Classical
Thomas Butler,Classical
Nigel Butterley,Classical
Arthur Butterworth,Classical
Johann Buttstett,Classical
Jacques Buus,Classical
Arturo Buzzi-Peccia,Classical
Antonio Buzzolla,Classical
Don Byron,Classical
Britta Byström,Classical
 Byttering,Classical
Gayane C'ebotaryan,Classical
Roberto Caamaño,Classical
Manuel Caballero,Classical
Juan Cabanilles,Classical
Antonio de Cabezón,Classical
Hernando de Cabezón,Classical
Facundo Cabral,Classical
Francesca Caccini,Classical
Giulio Caccini,Classical
Settimia Caccini,Classical
Pierre Cadéac,Classical
Charles Cadman,Classical
Pasquale Cafaro,Classical
John Cage,Classical
Antonio Cagnoni,Classical
Gioseppe Caimo,Classical
Louis d'Hervelois,Classical
Raffaele Calace,Classical
Geneviève Calame,Classical
Antonio Caldara,Classical
Fulvio Caldini,Classical
Antonio Calegari,Classical
Maria Calegari,Classical
Francisco Pina,Classical
John Calkin,Classical
Joseph Callaerts,Classical
Rafael Gómez,Classical
Lluís Callejo,Classical
Sethus Calvisius,Classical
Robert Cambert,Classical
Giuseppe Cambini,Classical
John Cameron,Classical
Charles Camilleri,Classical
Michel Camilo,Classical
Bartolomeo Campagnoli,Classical
Fabio Campana,Classical
Alexander Campbell,Classical
Louis Campbell-Tipton,Classical
François van Campenhout,Classical
Thomas Campion,Classical
Carlo Campioni,Classical
Conrado Campo,Classical
André Campra,Classical
Francisco Canaro,Classical
Edith de Chizy,Classical
Amélie-Julie Candeille,Classical
Cornelius Canis,Classical
Christian Cannabich,Classical
Enrico Cannio,Classical
Joseph Canteloube,Classical
Philippe Capdenat,Classical
Pierre Capdevielle,Classical
Vincenzo Capirola,Classical
André Caplet,Classical
Samuel Capricornus,Classical
Giuseppe Capuzzi,Classical
Marchetto Cara,Classical
Michele Carafa,Classical
Matteo Carcassi,Classical
Cornelius Cardew,Classical
Manuel Cardoso,Classical
Cristoforo Caresana,Classical
Henry Carey,Classical
Giacomo Carissimi,Classical
Robert Carl,Classical
Bruce Carlson,Classical
Mark Carlson,Classical
Hoagy Carmichael,Classical
John Carmichael,Classical
Roberto Carnevale,Classical
Ramon Batlle,Classical
Julio de Caro,Classical
Turlough Carolan,Classical
Firminus Caron,Classical
Fabritio Caroso,Classical
John Carpenter,Classical
 Carpentras,Classical
Benjamin Carr,Classical
Edwin Carr,Classical
António Carreira,Classical
James Carrell,Classical
Teresa Carreño,Classical
Julián Carrillo,Classical
Antonio Cartellieri,Classical
Andrew Carter,Classical
Ferdinando Carulli,Classical
João Carvalho,Classical
Robert Carver,Classical
Doreen Carwithen,Classical
Tristram Cary,Classical
Benet Casablancas,Classical
Henri Casadesus,Classical
Marius Casadesus,Classical
Robert Casadesus,Classical
Robert-Guillaume Casadesus,Classical
Romeo Cascarino,Classical
Giovanni Cascia,Classical
Alfredo Casella,Classical
Philip Cashian,Classical
John Casken,Classical
Gaspar Cassadó,Classical
Bellerofonte Castaldi,Classical
Luigi Castellacci,Classical
Rafael Castellanos,Classical
Dario Castello,Classical
Mario Castelnuovo-Tedesco,Classical
Niccolò Castiglioni,Classical
Alexis de Castillon,Classical
Samuel Castriota,Classical
Juan Castro,Classical
Maddalena Casulana,Classical
Alfredo Catalani,Classical
Daniel Catán,Classical
Diomedes Cato,Classical
Georgy Catoire,Classical
Eduard Caudella,Classical
Emilio Cavalieri,Classical
Francesco Cavalli,Classical
Girolamo Cavazzoni,Classical
Maurizio Cazzati,Classical
Rodrigo de Ceballos,Classical
Carlo Cecere,Classical
Levi Celerio,Classical
Francesco Cellavenia,Classical
Joan Cererols,Classical
Bohuslav ?ernohorský,Classical
Pierre Certon,Classical
Ignacio Cervantes,Classical
Giacobbe Cervetto,Classical
Giovanni Cesare,Classical
Johannes Cesaris,Classical
Sulpitia Cesis,Classical
Antonio Cesti,Classical
Emmanuel Chabrier,Classical
George Chadwick,Classical
Ippolito Chamaterò,Classical
Cécile Chaminade,Classical
Claude Champagne,Classical
Jacques de Chambonnières,Classical
Nicolas Champion,Classical
Gustave Charpentier,Classical
Marc-Antoine Charpentier,Classical
Abram Chasins,Classical
Stephen Chatman,Classical
Lambert Chaumont,Classical
Carlos Chávez,Classical
Charles Chaynes,Classical
Nicolas Chédeville,Classical
Fortunato Chelleri,Classical
Xiaoyong Chen,Classical
Chen Yi,Classical
Ch'eng Mao-yün,Classical
Yury Chernavsky,Classical
Pavel Chesnokov,Classical
Paul Chihara,Classical
Thomas Chilcot,Classical
Bob Chilcott,Classical
William Child,Classical
Unsuk Chin,Classical
Edmund Chipp,Classical
Erik Chisholm,Classical
Gian Chiti,Classical
Hedwige Chrétien,Classical
Henning Christiansen,Classical
Jani Christou,Classical
Andreas Chyli?ski,Classical
Cesare Ciardi,Classical
Mikalojus ?iurlionis,Classical
Johannes Ciconia,Classical
Ippolito Ciera,Classical
Antonio Cifra,Classical
Francesco Cilea,Classical
Giovanni Cima,Classical
Domenico Cimarosa,Classical
Domenico Cimoso,Classical
Milo Cipra,Classical
Giovanni Cirri,Classical
Avery Claflin,Classical
Philip Clapp,Classical
Giovanni Clari,Classical
Jeremiah Clarke,Classical
Kenny Clarke,Classical
Rebecca Clarke,Classical
Johnny Clegg,Classical
Jacob Papa,Classical
Aldo Clementi,Classical
Muzio Clementi,Classical
Louis-Nicolas Clérambault,Classical
Pierre Clereau,Classical
Nycasius de Clibano,Classical
Jheronimus de Clibano,Classical
Frederic Cliffe,Classical
Albert Coates,Classical
Eric Coates,Classical
Gloria Coates,Classical
Gioacchino Cocchi,Classical
Carlo Coccia,Classical
Julian Cochran,Classical
Adrianus Coclico,Classical
Martín Codax,Classical
Manuel Coelho,Classical
Louis Coerne,Classical
Robert Cogan,Classical
George Cohan,Classical
James Cohn,Classical
Gautier de Coincy,Classical
Cy Coleman,Classical
Valerie Coleman,Classical
Avril Coleridge-Taylor,Classical
Samuel Coleridge-Taylor,Classical
Cecil Coles,Classical
François de Blamont,Classical
Lelio Colista,Classical
Pascal Collasse,Classical
Lawrance Collingwood,Classical
Edward Collins,Classical
Giovanni Colonna,Classical
Russ Columbo,Classical
Joan Comes,Classical
Loyset Compère,Classical
Graziella Concas,Classical
Edward Cone,Classical
Giovanni Conforti,Classical
Zez Confrey,Classical
Justin Connolly,Classical
August Conradi,Classical
Marius Constant,Classical
Paul Constantinescu,Classical
Sylvia Constantinidis,Classical
David Conte,Classical
Francesco Conti,Classical
Salvador Contreras,Classical
Charles Converse,Classical
Frederick Converse,Classical
Girolamo Conversi,Classical
Will Cook,Classical
Arnold Cooke,Classical
Benjamin Cooke,Classical
David Cope,Classical
Carmine Coppola,Classical
John Coprario,Classical
William Corbett,Classical
Sidney Corbett,Classical
Francesco Corbetta,Classical
Frederick Corder,Classical
Baude Cordier,Classical
Arcangelo Corelli,Classical
Azio Corghi,Classical
Miguel Coria,Classical
John Corigliano,Classical
Johannes Cornago,Classical
Peter Cornelius,Classical
Peeter Cornet,Classical
William Cornysh,Classical
Ronald Corp,Classical
Francisco de Arauxo,Classical
Manuel Correia,Classical
Gaspard Corrette,Classical
Michel Corrette,Classical
Francesco Corteccia,Classical
Ramiro Cortés,Classical
Napoléon Coste,Classical
Guillaume Costeley,Classical
Elvis Costello,Classical
Phil Coulter,Classical
Armand-Louis Couperin,Classical
Louis Couperin,Classical
Jean Courtois,Classical
Joachim de Courville,Classical
Noël Coward,Classical
Henry Cowell,Classical
Frederic Cowen,Classical
Chiara Cozzolani,Classical
Franz Cramer,Classical
Johann Cramer,Classical
Wilhelm Cramer,Classical
Jean Cras,Classical
John Craton,Classical
Ruth Seeger,Classical
Thomas Crecquillon,Classical
Noah Creshevsky,Classical
Lyell Cresswell,Classical
Paul Creston,Classical
Henri-Jacques de Croes,Classical
William Croft,Classical
William Crotch,Classical
Johann Crüger,Classical
David Crumb,Classical
George Crumb,Classical
Bernhard Crusell,Classical
César Cui,Classical
Conrad Cummings,Classical
Alvin Curran,Classical
Sebastian Currier,Classical
Joe Cutler,Classical
Chaya Czernowin,Classical
Carl Czerny,Classical
Holger Czukay,Classical
Harry Dacre,Classical
Ingolf Dahl,Classical
Nicolas Dalayrac,Classical
Marc-André Dalbavie,Classical
Nancy Dalberg,Classical
Lucio Dalla,Classical
Luigi Dallapiccola,Classical
Burkhard Dallwitz,Classical
Joan Dalza,Classical
Jean-Michel Damase,Classical
Didier van Damme,Classical
Walter Damrosch,Classical
Ghiselin Danckerts,Classical
Charles Dancla,Classical
Georges Dandelot,Classical
Jean-François Dandrieu,Classical
Daniel Danielis,Classical
Richard Danielpour,Classical
Alexandre Danilevsky,Classical
Hart Danks,Classical
John Dankworth,Classical
Franz Danzi,Classical
Louis-Claude Daquin,Classical
Alexander Dargomyzhsky,Classical
Michael Daugherty,Classical
Louis Dauprat,Classical
Antoine Dauvergne,Classical
Félicien-César David,Classical
Ferdinand David,Classical
Johann David,Classical
Padre da Bergamo,Classical
Neil Davidge,Classical
Mario Davidovsky,Classical
Hugh Davies,Classical
Peter Davies,Classical
Walford Davies,Classical
Carl Davis,Classical
Don Davis,Classical
Ananias Davisson,Classical
Richard Davy,Classical
Karl Davydov,Classical
Julian Dawes,Classical
Arthur Greef,Classical
Reginald De Koven,Classical
Jon Deak,Classical
Michel Decoust,Classical
Edmond Dédé,Classical
Elliot Borgo,Classical
David Tredici,Classical
Michel Delalande,Classical
Philibert Delavigne,Classical
Claire Delbos,Classical
Lex van Delden,Classical
Léo Delibes,Classical
Frederick Delius,Classical
Azzolino Ciaja,Classical
Michielina Pietà,Classical
Norman Joio,Classical
Giuseppe Demachi,Classical
Christoph Demantius,Classical
Jeanne Demessieux,Classical
Nickitas Demos,Classical
Jörg Demus,Classical
Pietro Denis,Classical
William Browne,Classical
Edison Denisov,Classical
Fabrizio Dentice,Classical
Scipione Dentice,Classical
Luigi Denza,Classical
Mary Dering,Classical
Richard Dering,Classical
Fabrizio Re,Classical
Victor Sabata,Classical
Alfred Desenclos,Classical
Henri Desmarest,Classical
Alexandre Desplat,Classical
Paul Dessau,Classical
Josef Dessauer,Classical
André Destouches,Classical
Max Deutsch,Classical
François Devienne,Classical
Frédéric Devreese,Classical
James Pasquale,Classical
Salvatore Vittorio,Classical
Anton Diabelli,Classical
David Diamond,Classical
Alphons Diepenbrock,Classical
Bernard van Dieren,Classical
Albert Dies,Classical
Albert Dietrich,Classical
Charles Dieupart,Classical
Rudi van Dijk,Classical
Muttusvami Dikshitar,Classical
Steffi Diliberto,Classical
James Dillon,Classical
Lawrence Dillon,Classical
Violeta Dinescu,Classical
Grigoras Dinicu,Classical
Paul Dirmeikis,Classical
Girolamo Diruta,Classical
Hugo Distler,Classical
Carl von Dittersdorf,Classical
Antonius Divitis,Classical
Steve Dobrogosz,Classical
Ignacy Dobrzy?ski,Classical
Stephen Dodgson,Classical
Friedhelm Döhl,Classical
Theodor Döhler,Classical
Ern? Dohnányi,Classical
Johannes Dolar,Classical
Joe Dolce,Classical
Johann Doles,Classical
Charles Dollé,Classical
Petrus de Domarto,Classical
František Domažlický,Classical
Carlo Domeniconi,Classical
Jakob van Domselaer,Classical
Pino Donaggio,Classical
Ignazio Donati,Classical
Baldassare Donato,Classical
Franco Donatoni,Classical
Stefano Donaudy,Classical
Jakob Dont,Classical
Cornelis Dopper,Classical
Árpád Doppler,Classical
Franz Doppler,Classical
Karl Doppler,Classical
Nicolao Dorati,Classical
Gustave Doret,Classical
Daniel Dorff,Classical
Avner Dorman,Classical
Louis-Antoine Dornel,Classical
Nico Dostal,Classical
Friedrich Dotzauer,Classical
Celius Dougherty,Classical
James Douglas,Classical
Roy Douglas,Classical
John Douglass,Classical
Victor Dourlen,Classical
John Dowland,Classical
Robert Dowland,Classical
John Downey,Classical
Patrick Doyle,Classical
Felix Draeseke,Classical
George Draga,Classical
Antonio Draghi,Classical
Giovanni Draghi,Classical
Domenico Dragonetti,Classical
Giovanni Dragoni,Classical
Ervin Drake,Classical
Deborah Drattell,Classical
Sem Dresden,Classical
Adam Drese,Classical
Johann Drese,Classical
Paul Dresher,Classical
Erwin Dressel,Classical
Cornelius Dretzel,Classical
Alexander Dreyschock,Classical
Felix Dreyschock,Classical
Riccardo Drigo,Classical
Madeleine Dring,Classical
Jacob Druckman,Classical
Georg Druschetzky,Classical
Du Mingxin,Classical
Alexandra Bois,Classical
Eustache Caurroy,Classical
Henri Mont,Classical
Édouard Puy,Classical
John Duarte,Classical
Leonora Duarte,Classical
Andreas Düben,Classical
Gustav Düben,Classical
Pierre Dubois,Classical
Théodore Dubois,Classical
William Duckworth,Classical
Jörg Duda,Classical
François Dufault,Classical
Guillaume Dufay,Classical
Arthur Duff,Classical
Paul Dukas,Classical
John Duke,Classical
Vernon Duke,Classical
Friedrich Dülon,Classical
Pierre Dumage,Classical
Isaak Dunayevsky,Classical
Thomas Dunhill,Classical
Egidio Duni,Classical
John Dunstaple,Classical
Jacques Duphly,Classical
Jean-Louis Duport,Classical
Marcel Dupré,Classical
Albert Dupuis,Classical
Sylvain Dupuis,Classical
Francesco Durante,Classical
Louis Durey,Classical
Sebastián Durón,Classical
Lucien Durosoir,Classical
Maurice Duruflé,Classical
Pascal Dusapin,Classical
František Dušek,Classical
Jan Dussek,Classical
Sophia Dussek,Classical
Balys Dvarionas,Classical
George Dyson,Classical
Damodar Raao,Classical
Brian Easdale,Classical
Michael East,Classical
John Eaton,Classical
Johann Ebeling,Classical
Petr Eben,Classical
Dennis Eberhard,Classical
Anton Eberl,Classical
Johann Eberlin,Classical
Guglielmo Pesaro,Classical
Henry Eccles,Classical
John Eccles,Classical
Johann Eckard,Classical
Sophie Eckhardt-Gramatté,Classical
Jean-Frédéric Edelmann,Classical
Lotten Edholm,Classical
Lars Edlund,Classical
Ross Edwards,Classical
Cecil Effinger,Classical
Klaus Egge,Classical
Joachim Eggert,Classical
Werner Egk,Classical
Margriet Ehlen,Classical
Heinrich Ehrlich,Classical
Henry Eichheim,Classical
Ernst Eichner,Classical
Ludovico Einaudi,Classical
Gottfried von Einem,Classical
Hanns Eisler,Classical
Danny Elfman,Classical
Anders Eliasson,Classical
Dror Elimelech,Classical
Elisabeth Mecklenburg,Classical
Heino Eller,Classical
Rosalind Ellicott,Classical
Don Ellis,Classical
Eloy d'Amerval,Classical
Jean-Claude Éloy,Classical
Mohamed El-Qasabgi,Classical
Luther Emerson,Classical
Maurice Emmanuel,Classical
Simon Emmerson,Classical
Juan Encina,Classical
Einar Englund,Classical
August Enna,Classical
Péter Eötvös,Classical
Donald Erb,Classical
Christian Erbach,Classical
Heimo Erbse,Classical
Eduard Erdmann,Classical
Robert Erickson,Classical
Carsten Eriksen,Classical
Ferenc Erkel,Classical
Ulvi Erkin,Classical
Frédéric d'Erlanger,Classical
Philipp Erlebach,Classical
Gustav Ernesaks,Classical
Heinrich Ernst,Classical
Iván Er?d,Classical
Pasquale Errichelli,Classical
Thomas Erskine,Classical
Thierry Escaich,Classical
Pedro de Escobar,Classical
Bartolomé de Escobedo,Classical
Pozzi Escot,Classical
Rudolf Escher,Classical
Andrei Eshpai,Classical
Karlheinz Essl,Classical
João Esteves,Classical
Paschal de l'Estocart,Classical
Julio Estrada,Classical
Alvin Etler,Classical
Franco Evangelisti,Classical
Ralph Evans,Classical
Victor Ewald,Classical
Eric Ewazen,Classical
Joseph Eybler,Classical
Jacob van Eyck,Classical
Ernest van der Eyken,Classical
Martinus Fabri,Classical
Giacomo Facco,Classical
Michelangelo Faggioli,Classical
Francesco Fago,Classical
Blair Fairchild,Classical
Mohammed Fairouz,Classical
Richard Faith,Classical
Rolande Falcinelli,Classical
Adam Falckenhagen,Classical
Michele Falco,Classical
Andrea Falconieri,Classical
Leo Fall,Classical
Michelangelo Falvetti,Classical
Guido Fano,Classical
Philip Faraday,Classical
Giuseppe Farinelli,Classical
Ferenc Farkas,Classical
John Farmer,Classical
Giles Farnaby,Classical
Gareth Farr,Classical
Ernest Farrar,Classical
Ciarán Farrell,Classical
Louise Farrenc,Classical
Arthur Farwell,Classical
Giovanni Fasolo,Classical
Carl Fasch,Classical
Johann Fasch,Classical
Guillaume Faugues,Classical
Sanford Faulkner,Classical
Robert Fayrfax,Classical
Reinhard Febel,Classical
Johannes Fedé,Classical
Samuil Feinberg,Classical
Jind?ich Feld,Classical
Morton Feldman,Classical
Eric Fenby,Classical
Philippe Fénelon,Classical
George Fenton,Classical
Francesco Feo,Classical
Louis Ferdinand,Classical
 Ferdinand III,Classical
Howard Ferguson,Classical
Stephen Ferguson,Classical
Frank Ferko,Classical
Giuseppe Ferlendis,Classical
Gaspar Fernandes,Classical
Oscar Fernández,Classical
Brian Ferneyhough,Classical
John Fernström,Classical
Alfonso Ferrabosco,Classical
Alfonso younger,Classical
Domenico Ferrabosco,Classical
Benedetto Ferrari,Classical
Gabrielle Ferrari,Classical
Giacomo Ferrari,Classical
Luc Ferrari,Classical
Lorenzo Ferrero,Classical
Giovanni Ferretti,Classical
Pierre-Octave Ferroud,Classical
Frederic Fesca,Classical
Willem de Fesch,Classical
Costanzo Festa,Classical
Sebastiano Festa,Classical
Michael Festing,Classical
Richard Festinger,Classical
François-Joseph Fétis,Classical
Antoine de Févin,Classical
Robert de Févin,Classical
Pierre Février,Classical
Josef Fiala,Classical
Zden?k Fibich,Classical
Jacobo Ficher,Classical
John Field,Classical
Alexander von Fielitz,Classical
Giulio Fiesco,Classical
Siegfried Fietz,Classical
Juan Filiberto,Classical
Arkady Filippenko,Classical
Henry Fillmore,Classical
Anton Fils,Classical
Heinrich Finck,Classical
Hermann Finck,Classical
Irving Fine,Classical
Vivian Fine,Classical
Gottfried Finger,Classical
Ross Finney,Classical
Michael Finnissy,Classical
Aldo Finzi,Classical
Jean-Joseph Fiocco,Classical
Joseph-Hector Fiocco,Classical
Pietro Fiocco,Classical
Valentino Fioravanti,Classical
Nicola Fiorenza,Classical
Federigo Fiorillo,Classical
Paolo Firenze,Classical
Elena Firsova,Classical
C. First,Classical
Johann Fischer,Classical
Domenico Fischietti,Classical
Emmanuel Fisher,Classical
William Fisher,Classical
Graham Fitkin,Classical
Nicolas Flagello,Classical
Mateo elder,Classical
Étienne-Joseph Floquet,Classical
Pietro Floridia,Classical
Friedrich von Flotow,Classical
Carlisle Floyd,Classical
Dave Flynn,Classical
Carel Fodor,Classical
Josef Foerster,Classical
Francesco Foggia,Classical
Giacomo Fogliano,Classical
Yevstigney Fomin,Classical
Pierre Fontaine,Classical
Giovanni Fontana,Classical
Alfonso Fontanelli,Classical
Jacqueline Fontyn,Classical
Martin Fondse,Classical
Arthur Foote,Classical
Johann Forkel,Classical
Thomas Ford,Classical
Carlo Forlivesi,Classical
Antoine Forqueray,Classical
Jean-Baptiste Forqueray,Classical
Nicolas Formé,Classical
Emanuel Förster,Classical
Georg Forster,Classical
Kaspar Förster,Classical
Cecil Forsyth,Classical
Malcolm Forsyth,Classical
Wesley Forsyth,Classical
Wolfgang Fortner,Classical
Johann Förtsch,Classical
Lukas Foss,Classical
François de Fossa,Classical
David Foster,Classical
Stephen Foster,Classical
Pierre-Claude Foucquet,Classical
John Foulds,Classical
Frederick Fox,Classical
Jean Françaix,Classical
Petronio Franceschini,Classical
Alberto Franchetti,Classical
Carlo Franchi,Classical
Auguste Franchomme,Classical
Jan Francisci,Classical
Eduard Franck,Classical
Johann Franck,Classical
Melchior Franck,Classical
Richard Franck,Classical
Hernando Franco,Classical
François Francoeur,Classical
Massimiliano Frani,Classical
Gabriela Frank,Classical
Benjamin Frankel,Classical
Ferdinand Fränzl,Classical
Ignaz Fränzl,Classical
Harry Freeman,Classical
Luís Branco,Classical
Johan Freithoff,Classical
Jehan Fresneau,Classical
Peter Fricker,Classical
Géza Frid,Classical
Rudolf Friml,Classical
Johannes Fritsch,Classical
Johann Froberger,Classical
Johannes Fröhlich,Classical
David Froom,Classical
William Fry,Classical
Walter Frye,Classical
Johann Fuchs,Classical
Kenneth Fuchs,Classical
Robert Fuchs,Classical
Julius Fu?ík,Classical
Miguel de Fuenllana,Classical
Friedrich Funcke,Classical
Joseph Funk,Classical
Beat Furrer,Classical
Wilhelm Furtwängler,Classical
Anton Fürstenau,Classical
Johann Fux,Classical
Pierre Gabaye,Classical
Charles Gabriel,Classical
Thomas Gabriel,Classical
Andrea Gabrieli,Classical
Giovanni Gabrieli,Classical
Domenico Gabrielli,Classical
Ossip Gabrilowitsch,Classical
Axel Gade,Classical
Jacob Gade,Classical
Niels Gade,Classical
Franchinus Gaffurius,Classical
Marco Gagliano,Classical
Wenzel Gährich,Classical
Bernhard Gál,Classical
Hans Gál,Classical
Cristóbal Galán,Classical
Nancy Galbraith,Classical
Michelagnolo Galilei,Classical
Vincenzo Galilei,Classical
Blas Galindo,Classical
Jack Gallagher,Classical
Johann Galliard,Classical
Jacques Gallot,Classical
Jacobus Gallus,Classical
Baldassare Galuppi,Classical
German Galynin,Classical
Elisabetta de Gambarini,Classical
John Gamble,Classical
Michael Gandolfi,Classical
Kyle Gann,Classical
Louis Ganne,Classical
Gara Garayev,Classical
J. Garber,Classical
José Garcia,Classical
Antón Abril,Classical
Carlos Gardel,Classical
Henry Gardiner,Classical
John Gardner,Classical
Zoltán Gárdonyi,Classical
Zsolt Gárdonyi,Classical
Giuseppe Gariboldi,Classical
Carlo Garofalo,Classical
John Garth,Classical
Mathieu Gascongne,Classical
Francesco Gasparini,Classical
Quirino Gasparini,Classical
Florian Gassmann,Classical
Stanislao Gastaldon,Classical
Giovanni Gastoldi,Classical
Crawford Gates,Classical
Luigi Gatti,Classical
Philippe Gaubert,Classical
Denis Gaultier,Classical
Ennemond Gaultier,Classical
Jacques Gaultier,Classical
Pierre Gaultier,Classical
Pierre Gaveaux,Classical
Daniel Gawthrop,Classical
Noel Gay,Classical
Giuseppe Gazzaniga,Classical
Georg Gebel,Classical
Christian Geist,Classical
Michael Geller,Classical
Francesco Geminiani,Classical
Pietro Generali,Classical
Augusto Gentile,Classical
Harald Genzmer,Classical
Jean-Nicolas Geoffroy,Classical
Steven Gerber,Classical
Roberto Gerhard,Classical
Hans Gerle,Classical
Edward German,Classical
Friedrich Gernsheim,Classical
Jhan Gero,Classical
Karl Gerok,Classical
Georg Gerson,Classical
Charles-Hubert Gervais,Classical
Claude Gervaise,Classical
Bartholomäus Gesius,Classical
Carlo Gesualdo,Classical
Gordon Getty,Classical
Frans Geysen,Classical
Giorgio Ghedini,Classical
Géry de Ghersem,Classical
Johannes Ghiselin,Classical
Michael Giacchino,Classical
Geminiano Giacomelli,Classical
Vittorio Giannini,Classical
Remo Giazotto,Classical
Christopher Gibbons,Classical
Ellis Gibbons,Classical
Orlando Gibbons,Classical
Armstrong Gibbs,Classical
Joseph Gibbs,Classical
Miriam Gideon,Classical
Nicolas Gigault,Classical
Eugène Gigout,Classical
Angelo Gilardino,Classical
Jean Gilbert,Classical
William Gilchrist,Classical
Jean Gilles,Classical
Don Gillis,Classical
Patrick Gilmore,Classical
Jan van Gilse,Classical
Paul Gilson,Classical
Giuseppe Giordani,Classical
Tommaso Giordani,Classical
Umberto Giordano,Classical
Giovanni Giorgi,Classical
Ruth Gipps,Classical
Janice Giteck,Classical
Mauro Giuliani,Classical
Lodovico Giustini,Classical
Simon Gjoni,Classical
Detlev Glanert,Classical
Peggy Glanville-Hicks,Classical
Louis Glass,Classical
Frederick Gleason,Classical
Jackie Gleason,Classical
Reinhold Glière,Classical
Mikhail Glinka,Classical
Vinko Globokar,Classical
Andrew Glover,Classical
Christoph Gluck,Classical
Mikhail Gnessin,Classical
Pietro Gnocchi,Classical
Henri Gobbi,Classical
Benjamin Godard,Classical
Félix Godefroid,Classical
Leopold Godowsky,Classical
Alexander Godunov,Classical
Roger Goeb,Classical
Alexander Goedicke,Classical
Lucien Goethals,Classical
Hermann Goetz,Classical
Walter Goetze,Classical
Karel Goeyvaerts,Classical
Murray Gold,Classical
Johann Goldberg,Classical
Alexander Goldenweiser,Classical
Edwin Goldman,Classical
Károly Goldmark,Classical
Rubin Goldmark,Classical
Berthold Goldschmidt,Classical
Otto Goldschmidt,Classical
Jerry Goldsmith,Classical
Osvaldo Golijov,Classical
Jani Golob,Classical
Evgeny Golubev,Classical
Nicolas Gombert,Classical
Julia Gomelskaya,Classical
Antônio Gomes,Classical
Miko?aj Gomó?ka,Classical
Fernando Casellas,Classical
Howard Goodall,Classical
Isador Goodman,Classical
Ron Goodwin,Classical
Eugene Goossens,Classical
Grzegorz Gorczycki,Classical
Michael Gordon,Classical
Henryk Górecki,Classical
John Goss,Classical
François-Joseph Gossec,Classical
Ralf Gothóni,Classical
Jakov Gotovac,Classical
Louis Gottschalk,Classical
Clytus Gottwald,Classical
Claude Goudimel,Classical
Glenn Gould,Classical
Morton Gould,Classical
Louis Gouvy,Classical
Jacques de Gouy,Classical
Johann Grabbe,Classical
Louis Grabu,Classical
Kraig Grady,Classical
Paul Graener,Classical
Christian Graf,Classical
Friedrich Graf,Classical
Filippo Gragnani,Classical
Percy Grainger,Classical
Ron Grainer,Classical
Giovanni Granata,Classical
Alessandro Grandi,Classical
Philip Grange,Classical
Bruno Granichstaedten,Classical
Donald Grantham,Classical
Stéphane Grappelli,Classical
Carl Graun,Classical
Johann Graun,Classical
Christoph Graupner,Classical
Caterina Grazianini,Classical
Gaetano Greco,Classical
Vicente Greco,Classical
Adolph Green,Classical
Jay Greenberg,Classical
Maurice Greene,Classical
Harry Gregson-Williams,Classical
Eduard Grell,Classical
Nicolas Grenon,Classical
Mark Gresham,Classical
Antoine-Frédéric Gresnick,Classical
Alexander Gretchaninov,Classical
André Grétry,Classical
Lucile Grétry,Classical
Geoffrey Grey,Classical
Peter Griesbacher,Classical
Charles Griffes,Classical
Nicolas de Grigny,Classical
Franz Grill,Classical
Giovanni Grillo,Classical
 Grimace,Classical
Maria Grimani,Classical
Albert Grisar,Classical
Gérard Grisey,Classical
Ferde Grofé,Classical
Olaus Grøndahl,Classical
Cor de Groot,Classical
Carlo Grossi,Classical
Estienne Grossin,Classical
Dietrich von Grotthuß,Classical
Eivind Groven,Classical
Franz Gruber,Classical
Heinz Gruber,Classical
Louis Gruenberg,Classical
Gioseffo Guami,Classical
Camargo Guarnieri,Classical
Carlos Guastavino,Classical
Sofia Gubaidulina,Classical
Pierre Guédron,Classical
Francisco Guerau,Classical
Francisco Marín,Classical
Pietro Guglielmi,Classical
Edward Guglielmino,Classical
Jean-Adam Guilain,Classical
Louis-Gabriel Guillemain,Classical
Jean Guillou,Classical
Alexandre Guilmant,Classical
Ernest Guiraud,Classical
Friedrich Gulda,Classical
Adam Gumpelzhaimer,Classical
Gustav Gunsenheimer,Classical
Jesús Guridi,Classical
Cornelius Gurlitt,Classical
Manfred Gurlitt,Classical
Ivor Gurney,Classical
Mark Gustavson,Classical
Juan de Padilla,Classical
Adolphe Gutmann,Classical
Adalbert Gyrowetz,Classical
Johannes Haarklou,Classical
Georg Haas,Classical
Joseph Haas,Classical
Pavel Haas,Classical
Alois Hába,Classical
Carolus Hacquart,Classical
Henry Hadley,Classical
Johann Haeffner,Classical
Richard Hageman,Classical
Bernhard Hagen,Classical
Daron Hagen,Classical
Konrad Hagius,Classical
Reynaldo Hahn,Classical
Jakob Haibel,Classical
Alexei Haieff,Classical
Adolphus Hailstork,Classical
Uzeyir Hajibeyov,Classical
Darko Hajsek,Classical
Kimmo Hakola,Classical
Fromental Halévy,Classical
Cristóbal Halffter,Classical
Ernesto Halffter,Classical
Roger Hall,Classical
Sylvia Hallett,Classical
